,Unnamed: 0,Manufacturer,Category,GPU,OS,CPU_core,Screen_Size_cm,CPU_frequency,RAM_GB,Storage_GB_SSD,Weight_kg,Price,Screen_Size_inch,Weight_pounds,Price-binned,Screen-Full HD,Screen-IPS_panel
211,211,Dell,4,2,1,7,31.75,0.9655172413793103,8,256,1.6,2147,12.5,0.7256235827664399,Medium,True,False
212,212,Xiaomi,4,3,1,5,33.02,0.793103448275862,8,256,1.28,1188,13.000000000000002,0.5804988662131519,Low,False,True
213,213,HP,3,2,1,5,39.62,0.8620689655172414,4,256,2.04,1066,15.598425196850393,0.9251700680272109,Low,True,False
214,214,HP,3,2,1,5,35.56,0.8620689655172414,4,128,1.95,1607,14.0,0.8843537414965986,Low,True,False
215,215,Samsung,4,2,1,7,38.1,0.9310344827586208,8,256,1.17,2158,15.0,0.5306122448979591,Medium,True,False
216,216,Lenovo,4,2,1,5,35.56,0.8620689655172414,8,256,1.32,2285,14.0,0.5986394557823129,Medium,False,True
217,217,Toshiba,3,2,1,5,33.78,0.8620689655172414,8,256,1.05,1874,13.299212598425196,0.4761904761904762,Medium,True,False
218,218,Dell,3,2,1,5,35.56,0.9655172413793103,8,256,1.6,1531,14.0,0.7256235827664399,Low,True,False
219,219,Lenovo,3,3,1,7,39.62,0.9310344827586208,6,256,2.2,1002,15.598425196850393,0.997732426303855,Low,True,False
220,220,HP,3,3,1,7,39.62,0.9310344827586208,8,256,2.04,1294,15.598425196850393,0.9251700680272109,Low,True,False
221,221,Lenovo,3,2,1,5,33.78,0.8620689655172414,4,128,1.44,1119,13.299212598425196,0.6530612244897959,Low,True,False
222,222,HP,3,2,1,5,33.78,0.8620689655172414,8,256,1.49,1219,13.299212598425196,0.6757369614512472,Low,True,False
223,223,HP,4,1,1,7,39.62,0.8620689655172414,8,256,1.84,1648,15.598425196850393,0.8344671201814059,Medium,True,False
224,224,Toshiba,3,3,1,7,38.1,0.896551724137931,16,256,2.4,2509,15.0,1.0884353741496597,Medium,False,True
225,225,Lenovo,4,2,1,7,30.48,0.9310344827586208,8,256,1.36,2096,12.0,0.6167800453514739,Medium,False,True
226,226,HP,3,2,1,5,39.62,0.793103448275862,8,256,2.31,1480,15.598425196850393,1.0476190476190477,Low,True,False
227,227,Toshiba,3,2,1,5,35.56,0.793103448275862,4,128,1.47,1404,14.0,0.6666666666666666,Low,False,True
228,228,HP,2,2,1,5,31.75,0.793103448275862,8,256,1.26,2120,12.5,0.5714285714285714,Medium,True,False
229,229,Dell,4,2,1,5,35.56,0.8620689655172414,8,256,1.36,2082,14.0,0.6167800453514739,Medium,True,False
230,230,Dell,4,2,1,5,39.62,0.8620689655172414,8,256,1.36,1870,15.598425196850393,0.6167800453514739,Medium,True,False
231,231,Dell,4,2,1,7,35.56,0.9655172413793103,8,256,1.36,2255,14.0,0.6167800453514739,Medium,True,False
232,232,Toshiba,3,2,1,5,33.78,0.793103448275862,8,256,1.2,1855,13.299212598425196,0.5442176870748299,Medium,True,False
233,233,Lenovo,4,2,1,7,35.56,0.896551724137931,8,256,1.7,1891,14.0,0.7709750566893424,Medium,False,True
234,234,Toshiba,3,2,1,5,33.78,0.8275862068965517,8,256,1.2,1950,13.299212598425196,0.5442176870748299,Medium,True,False
235,235,Lenovo,4,2,1,5,30.48,0.896551724137931,8,256,1.36,2236,12.0,0.6167800453514739,Medium,False,True
236,236,Lenovo,3,3,1,5,39.62,0.8620689655172414,6,256,2.4,883,15.598425196850393,1.0884353741496597,Low,True,False
237,237,Toshiba,3,2,1,5,35.56,0.793103448275862,8,256,1.95,1499,14.0,0.8843537414965986,Low,True,False
